1.315789483487606049e-02,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
1.315789483487606049e-02,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
1.315789483487606049e-02,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
1.315789483487606049e-02,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
3.947368264198303223e-02,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
3.947368264198303223e-02,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
3.947368264198303223e-02,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
3.947368264198303223e-02,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
6.578947603702545166e-02,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
6.578947603702545166e-02,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
6.578947603702545166e-02,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
6.578947603702545166e-02,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
9.210526198148727417e-02,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
9.210526198148727417e-02,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
9.210526198148727417e-02,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
9.210526198148727417e-02,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
1.184210553765296936e-01,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
1.184210553765296936e-01,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
1.184210553765296936e-01,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
1.184210553765296936e-01,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
1.447368413209915161e-01,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
1.447368413209915161e-01,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
1.447368413209915161e-01,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
1.447368413209915161e-01,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
1.710526347160339355e-01,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
1.710526347160339355e-01,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
1.710526347160339355e-01,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
1.710526347160339355e-01,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
1.973684281110763550e-01,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
1.973684281110763550e-01,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
1.973684281110763550e-01,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
1.973684281110763550e-01,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
2.236842066049575806e-01,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
2.236842066049575806e-01,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
2.236842066049575806e-01,1.315789483487606049e-02,1.414213627576828003e-01,7.071068137884140015e-02
2.236842066049575806e-01,1.315789483487606049e-02,7.071068137884140015e-02,1.414213627576828003e-01
2.500000000000000000e-01,1.315789483487606049e-02,1.000000014901161194e-01,1.000000014901161194e-01
2.500000000000000000e-01,1.315789483487606049e-02,1.414213627576828003e-01,1.414213627576828003e-01
